_id,Inspection ID,Facility ID,Facility Name,Facility Address,Facility Address 2,Facility Municipality Name,Facility City,Facility County,Facility State,Facility Postal Code,Facility Latitude,Facility Longitude,Venue Type,Inspection Date,Inspection End,Inspection Purpose,Inspection Passed,Inspection Number,Inspector Name,"Free Chlorine, Shallow","Free Chlorine, Deep","Combined Chlorine, Shallow","Combined Chlorine, Deep","Free Bromine, Shallow","Free Bromine, Deep","pH Value, Shallow","pH Value, Deep",Cyanuric Acid,Turnover,Enclosure,Main Drain Visible,Safety Equipment,Disinfectant Level,pH Balance,No Imminent Health Hazards,Abated Date
277694,213615,2255,INGOMAR NORTH SWIM CLUB POOL,456 OLIVE STREET,,McCandless,PITTSBURGH,Allegheny County,PA,15237,,,POOLS (OUTDOOR),2024-06-12T15:00:00,2024-06-13T15:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2,1.6,0,0,,,7.4,7.4,0,325,t,t,f,t,t,t,2024-08-30
277695,213628,2244,ACCORD PARK POOL / AVONWORTH POOL,498 CAMP HORN ROAD,,Kilbuck Township,PITTSBURGH,Allegheny County,PA,15237,40.521078,-80.0842635,POOLS (OUTDOOR),2024-06-13T12:00:00,2024-06-14T13:00:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,1.5,1.5,0,0,,,7.6,7.6,0,360,t,t,t,t,t,t,2024-06-14
277696,213675,2183,WHITE OAK FARMS POOL,502 RIVERVIEW DRIVE,,White Oak,WHITE OAK,Allegheny County,PA,15131,40.322637,-79.798059,POOLS (OUTDOOR),2024-06-17T10:00:00,2024-06-17T10:30:00,INITIAL INSPECTION,f,1,NABLO MARIAH,3.8,,0,,,,7.2,,,110,t,t,t,t,t,t,2024-06-17
277697,213695,8956,LOFTS AT TERRAIN APARTMENTS - POOL,700 MANSFIELD AVENUE,,Green Tree,Pittsburgh,Allegheny County,PA,15205,40.417452,-80.0651205,POOLS (OUTDOOR),2024-06-14T11:00:00,2024-06-19T12:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,3.8,3.8,0.2,0.2,0,0,7.2,7.2,>50,70,t,t,f,t,t,t,
277698,213698,2013,ORMSBY POOL / CITY OF PITTSBURGH,79 S 22ND STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.429125,-79.9743375,POOLS (OUTDOOR),2024-06-18T13:20:00,2024-06-19T14:00:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,1.2,1.6,0,0,,,7.4,7.2,<30,550,t,t,t,t,t,t,2024-06-19
277699,213714,2123,GREEN OAKS COUNTRY CLUB POOL, VERONA ROAD,,Penn Hills,VERONA,Allegheny County,PA,15147,40.486086,-79.841331,POOLS (OUTDOOR),2024-06-18T10:30:00,2024-06-19T11:00:00,INITIAL INSPECTION,t,1,NABLO MARIAH,1.6,,0.2,,,,7.2,,,250,t,t,t,t,t,t,2024-06-20
277700,213716,2140,LONGUE VUE COUNTRY CLUB MAIN POOL,400 LONGUE VUE DRIVE,,Penn Hills,VERONA,Allegheny County,PA,15147,40.481325,-79.858719,POOLS (OUTDOOR),2024-06-18T14:00:00,2024-06-19T14:30:00,FOLLOW UP INSPECTION,t,2,NABLO MARIAH,3.2,2.8,0.2,0.2,,,7.2,7.2,,500,t,t,t,t,f,t,2024-06-19
277701,213730,1981,ESSEX HOUSE POOL,5701 CENTRE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.457691,-79.933509,POOL (CONDO OUTDOOR),2024-06-20T10:30:00,2024-06-20T11:00:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,5,,0.2,,,,7.4,,<30,100,t,t,t,t,t,t,2024-06-20
277702,213736,2044,RIVERVIEW PARK POOL/CITY OF PITTSBURGH,400 RIVERVIEW  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15214,40.479687,-80.018424,POOLS (OUTDOOR),2024-06-20T14:15:00,2024-06-21T15:15:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,,,,,2.8,2.8,7.2,7.2,0,400,t,t,t,t,t,t,2024-06-21
277703,213742,2194,BEACON HILL CONDOS - POOL,745 BEACON HILL DRIVE,,Wilkinsburg,WILKINSBURG,Allegheny County,PA,15221,,,POOL (CONDO OUTDOOR),2024-06-20T12:00:00,2024-06-21T12:40:00,INITIAL INSPECTION,f,1,RANKIN JASILYN,1.6,1.6,0,0,,,7.2,7.2,<50,75,t,t,t,t,t,t,2024-06-26
277704,213778,8896,BEAR RUN VILLAGE LIMITED PARTNERSHIP POOL,100 BEAR RUN DRIVE,,Ohio Township,Pittsburgh,Allegheny County,PA,15237,40.549014,-80.0805735,POOLS (OUTDOOR),2024-06-20T09:30:00,2024-06-24T10:20:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.6,,0.2,,,,7.4,,<40,60,t,t,t,t,t,t,2024-07-25
277705,213811,2047,WESTWOOD POOL/CITY OF PITTSBURGH,100 GUYLAND STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15205,40.430817,-80.049771,POOLS (OUTDOOR),2024-06-24T13:00:00,2024-06-25T13:40:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,2,2,,0,,,7.4,7.4,0,500,t,t,t,t,t,t,2024-06-25
277706,213823,2253,NORTH PARK SWIMMING POOL, S RIDGE DRIVE,,McCandless,ALLISON PARK,Allegheny County,PA,15101,,,POOLS (OUTDOOR),2024-06-17T13:30:00,2024-06-25T14:00:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,2.8,2,0,0,,,7.6,7.2,0,4950,t,t,t,t,t,t,2024-06-26
277707,213826,2272,PRESIDENTIAL ARMS POOL,9815 PRESIDENTIAL DRIVE,,McCandless,PITTSBURGH,Allegheny County,PA,15101,40.583862,-79.9983945,POOLS (OUTDOOR),2024-06-17T12:00:00,2024-06-25T12:25:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3,3.6,0,0.2,,,7.2,7.2,0,185,t,t,f,t,t,t,2024-06-25
277708,213908,476,BLACKRIDGE SWIMMING CLUB WADING POOL, BEULAH ROAD,,Churchill,PITTSBURGH,Allegheny County,PA,15235,40.446139777,-79.847144401,WADING POOL SYSTEM,2024-06-26T11:40:00,2024-06-27T12:10:00,INITIAL INSPECTION,t,1,LAURIA D. ANTHONY,,,,,0,0,7.4,7.4,0,,t,t,t,t,t,t,2024-07-10
277709,213945,1089,BOYCE MAYVIEW COMMUNITY REC CENTER - OUTDOOR POOL,1551 MAYVIEW ROAD,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,,,POOLS (OUTDOOR),2024-06-27T02:30:00,2024-06-28T03:30:00,INITIAL INSPECTION,t,1,ZIRNGIBL BARBARA,4.2,6.4,0.2,0.2,,,7.4,7.4,<50,941,t,t,t,t,t,t,2024-08-30
277710,213959,9637,LINDENBROOKE APTS POOL,100 CASTLE DRIVE,,Bethel Park,Bethel Park,Allegheny County,PA,15102,40.289994,-80.0361945,POOLS (OUTDOOR),2024-06-28T10:00:00,2024-06-28T10:30:00,FOLLOW UP INSPECTION,t,3,NABLO MARIAH,,,,,,,,,,,t,t,f,t,t,t,2024-07-01
277711,213961,1305,SAMPSON YMCA OUTDOOR POOL,2200 GOLDEN MILE  HIGHWAY,Rt#286,Plum,PITTSBURGH,Allegheny County,PA,15239,40.458069,-79.707636,POOLS (OUTDOOR),2024-06-27T13:30:00,2024-06-28T14:00:00,INITIAL INSPECTION,f,1,NABLO MARIAH,2.4,,0.2,,,,7.4,,,450,t,t,t,t,t,t,2024-07-01
277712,214007,10479,WASHINGTON GARDENS APTS POOL,133 LEE STREET,,Carnegie,Carnegie,Allegheny County,PA,15106,40.401234,-80.085249,POOLS (OUTDOOR),2024-07-01T13:45:00,2024-07-02T14:00:00,INITIAL INSPECTION,t,1,ZIRNGIBL BARBARA,,,,,,,,,,,t,f,t,t,t,f,2024-07-11
277713,214011,1997,SCHENLEY PARK POOL / CITY OF PITTSBURGH,1 OVERLOOK DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,,,POOLS (OUTDOOR),2024-07-01T10:20:00,2024-07-02T11:15:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,1.5,1.5,0,0,,,7.2,7.2,0,650,t,t,t,t,t,t,2024-07-17
277714,214018,10979,THE VIEW NORTH HILLS POOL,1000 JOHNANNA DRIVE,,Ross Township,Pittsburgh,Allegheny County,PA,15237,40.547493,-80.014068,POOLS (OUTDOOR),2024-06-28T11:00:00,2024-07-02T11:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.6,,0,,,,7.4,,,,t,t,t,t,t,t,
277715,214029,10678,LOT 24 - SPA,2404 RAILROAD STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15222,40.454865,-79.9817175,SPA/HOT TUB (OUTDOOR),2024-07-02T10:00:00,2024-07-02T11:00:00,INITIAL INSPECTION,t,1,MUSA AMINATA,4.2,,0,,,,7.2,,,45,t,t,f,t,t,t,2024-08-27
277716,214068,6922,OXFORD COURT CONDO POOL,39-P OXFORD COURT,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.577859,-80.0546535,POOL (CONDO OUTDOOR),2024-07-01T12:05:00,2024-07-03T12:30:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,3,,0,,,,7.4,,30,35,t,t,t,t,t,t,2024-07-03
277717,214070,6002,SUMMER SEAT HOA POOL,105 GATEWAY DRIVE,,Ohio Township,PITTSBURGH,Allegheny County,PA,15237,40.537017,-80.095419,POOL (CONDO OUTDOOR),2024-07-01T13:05:00,2024-07-03T13:30:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,3.2,,0,,,,7.4,,<40,120,t,t,t,t,t,t,2024-07-03
277718,214116,8936,PARK WEST 205 APARTMENT POOL,1000 PARK WEST PLACE,,Robinson Township,Pittsburgh,Allegheny County,PA,15205,40.433139,-80.14266,POOLS (OUTDOOR),2024-07-01T09:30:00,2024-07-08T10:00:00,FOLLOW UP INSPECTION,t,4,FREEMAN MICHELE,1.6,1.6,0.2,0.2,0,0,7.2,7.2,>50,50,t,t,f,t,t,f,
277719,214121,5902,THE RIDGE @ ROBINSON POOL,1501 MEREDITH DRIVE,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.441968,-80.143353,POOLS (OUTDOOR),2024-07-02T12:00:00,2024-07-08T13:30:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,3.6,3.6,0.2,0.2,0,0,7.4,7.4,>50,190,t,t,f,t,t,t,
277720,214127,2114,DEAUVILLE PARK LP POOL,540 DEAUVILLE DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.434786,-79.7404095,POOLS (OUTDOOR),2024-07-08T10:30:00,2024-07-09T11:30:00,INITIAL INSPECTION,t,1,KLEIN ANGELICA,2.6,2.4,0.2,0.2,,,7.0,7.2,<50,80,t,t,f,t,t,t,2024-08-16
277721,214135,476,BLACKRIDGE SWIMMING CLUB WADING POOL, BEULAH ROAD,,Churchill,PITTSBURGH,Allegheny County,PA,15235,40.446139777,-79.847144401,WADING POOL SYSTEM,2024-07-09T11:00:00,2024-07-09T11:30:00,FOLLOW UP INSPECTION,t,2,KLEIN ANGELICA,,,,,7.8,,,,,35,t,t,t,t,t,t,2024-07-10
277722,214173,12380,THE DISTRICT - POOL,1759 WATERFRONT  PLACE,,,Pittsburgh,Allegheny County,PA,15222,40.451589,-79.987347,POOLS (OUTDOOR),2024-07-09T02:00:00,2024-07-10T03:45:00,INITIAL INSPECTION,t,1,KLEIN ANGELICA,18,,1.5,,,,7.8,,50,88,t,t,f,t,t,f,2024-08-05
277723,214174,2443,WESTPOINTE APARTMENTS,2000 WESTPOINTE DRIVE,,ROBINSON TOWNSHIP,ROBINSON,Allegheny County,PA,15205,40.45086,-80.152605,POOLS (OUTDOOR),2024-07-09T12:10:00,2024-07-10T12:40:00,INITIAL INSPECTION,t,1,LAURIA D. ANTHONY,2.4,2.4,0,0,,,7.0,7.0,0,70,t,t,t,t,f,t,2024-08-01
277724,214177,686,WOODLANDS AT STEEPLECHASE,113 WOODLANDS TRAIL,,West Deer Township,GIBSONIA,Allegheny County,PA,15044,40.61205,-79.909263,POOL (CONDO OUTDOOR),2024-07-09T11:30:00,2024-07-10T12:30:00,FOLLOW UP INSPECTION,t,2,RANKIN JASILYN,2.2,,0,,0,0,7.6,,<50,50,t,t,t,t,t,t,2024-07-10
277725,214191,12380,THE DISTRICT - POOL,1759 WATERFRONT  PLACE,,,Pittsburgh,Allegheny County,PA,15222,40.451589,-79.987347,POOLS (OUTDOOR),2024-07-10T10:15:00,2024-07-10T10:30:00,FOLLOW UP INSPECTION,t,2,KLEIN ANGELICA,4.8,,,,,,,,,,t,t,f,t,t,f,2024-08-05
277726,214206,1301,SHERWOOD EVENT CENTER POOL,400 SHERWOOD ROAD,,Wilkinsburg,WILKINSBURG,Allegheny County,PA,15221,40.435227,-79.8645375,POOLS (OUTDOOR),2024-07-10T13:30:00,2024-07-11T14:30:00,INITIAL INSPECTION,f,1,KLEIN ANGELICA,2.6,2.6,0.2,0,,,7.2,7.2,,450,t,t,t,t,t,t,2024-07-12
277727,214221,2185,LAUREL VILLAGE POOL,1000 PENN CENTER BOULEVARD,,Wilkins Township,WILKINS,Allegheny County,PA,15235,40.425795,-79.812441,POOLS (OUTDOOR),2024-07-10T14:30:00,2024-07-11T15:00:00,INITIAL INSPECTION,t,1,NABLO MARIAH,1.2,,0,,,,7.8,,,350,t,t,t,t,t,t,2024-07-12
277728,214254,2201,BELLEVUE MEMORIAL POOL,320 BELLEVUE ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15202,40.504257,-80.0411355,POOLS (OUTDOOR),2024-07-11T14:00:00,2024-07-12T14:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2,2,0,0.2,,,7.6,7.6,0,1170,t,t,f,t,t,t,2024-08-21
277729,214317,1158,ROUND HILL PARK SPRAY GROUND,651 ROUND HILL ROAD,,Elizabeth Township,ELIZABETH,Allegheny County,PA,15037,40.241952,-79.8523515,WADING POOL SYSTEM,2024-07-11T12:30:00,2024-07-15T01:15:00,INITIAL INSPECTION,f,1,MUSA AMINATA,4.8,,0.2,,,,7.8,,,280,t,t,t,t,t,t,2024-07-15
277730,214332,2356,THE CLUB AT NEVILLEWOOD - POOL,1000 NEVILLEWOOD DRIVE,,Collier Township,PRESTO,Allegheny County,PA,15142,40.385808,-80.1259065,POOLS (OUTDOOR),2024-07-15T13:00:00,2024-07-16T13:30:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,1.4,1.4,0,0,,,7.4,7.4,0,120,t,t,t,t,t,t,2024-07-16
277731,214358,4646,HOMEWOOD SUITES POOL,1410 SMALLMAN STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.448124,-79.9897545,POOLS (INDOOR),2024-07-15T11:45:00,2024-07-16T12:30:00,INITIAL INSPECTION,t,1,KLEIN ANGELICA,3.6,,0.8,,,,7.2,,,60,t,t,f,t,t,t,2024-08-12
277732,214360,937,HAMPTON INN & SUITES SPA,1247 SMALLMAN STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.447125,-79.9924095,SPA/HOT TUB (INDOOR),2024-07-16T10:30:00,2024-07-16T11:30:00,INITIAL INSPECTION,t,1,KLEIN ANGELICA,3.4,,2,,,,7.0,,,40,t,t,t,t,f,t,2024-08-12
277733,214378,2269,THE CLUB AT NORTH HILLS POOL,700 DUNCAN AVENUE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.567725,-80.0182035,POOLS (OUTDOOR),2024-07-16T10:20:00,2024-07-17T10:30:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,30,,t,t,f,t,t,t,2024-07-17
277734,214387,49,FOX CHAPEL RACQUET CLUB WADING POOL,355 HUNT ROAD,,Fox Chapel,PITTSBURGH,Allegheny County,PA,15238,40.510764,-79.89246,WADING POOL SYSTEM,2024-07-17T11:15:00,2024-07-17T11:50:00,INITIAL INSPECTION,f,1,RANKIN JASILYN,2.8,,0,0,,,7.4,,<50,100,t,t,t,t,t,t,2024-07-22
277735,214412,2220,INGOMAR SWIM CLUB POOL, INGOMAR HEIGHTS ROAD,,Franklin Park,PITTSBURGH,Allegheny County,PA,15237,,,POOLS (OUTDOOR),2024-07-16T14:00:00,2024-07-18T14:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.6,1.4,0,0,,,7.2,7.2,0,200,t,t,t,t,t,t,2024-08-15
277736,214438,246,OXFORD ATHLETIC CLUB - OUTDOOR WADING POOL,100 VILLAGE CLUB DRIVE,,Pine Township,PINE,Allegheny County,PA,15090,40.634046,-80.050635,WADING POOL SYSTEM,2024-07-19T13:45:00,2024-07-22T14:10:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,8.6,,0,,,,8.0,,,80,t,t,t,t,f,t,2024-07-30
277737,214477,1409,WYNDHAM GRAND PITTSBURGH - POOL,600 COMMONWEALTH PLACE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.441734,-80.0064045,POOLS (INDOOR),2024-07-18T11:30:00,2024-07-23T12:30:00,INITIAL INSPECTION,t,1,KLEIN ANGELICA,,,,,10,,7.6,,,70,t,t,f,t,t,t,2024-08-21
277738,214478,8137,CHERRY HILL HOA POOL,2100 CHERRY HILL DRIVE,,Collier Township,Presto,Allegheny County,PA,15142,,,POOL (CONDO OUTDOOR),2024-07-18T12:15:00,2024-07-23T12:45:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,6,6,0,0,,,7.6,7.6,0,80,t,t,t,t,t,t,2024-07-23
277739,214481,5983,NEVILLESIDE  HOA POOL ,1900 CAMBRIDGE  DRIVE,,Collier Township,PRESTO,Allegheny County,PA,15142,40.38822,-80.1363375,POOL (CONDO OUTDOOR),2024-07-18T13:15:00,2024-07-23T13:45:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,4,4,0,0,,,7.8,7.8,0,80,t,t,t,t,t,t,2024-07-23
277740,214488,2235,FOREST HIGHLANDS COMMUNITY ASSOC POOL, FOREST HIGHLAND  DRIVE,,Harmar Township,PITTSBURGH,Allegheny County,PA,15238,40.5304045670001,-79.854815834,POOL (CONDO OUTDOOR),2024-07-18T09:00:00,2024-07-23T09:45:00,FOLLOW UP INSPECTION,t,2,RANKIN JASILYN,7,7,0,0,,,7.6,7.6,<50,85,t,t,f,t,t,t,
277741,214489,363,THE CLUB AT NEVILLEWOOD / WADING POOL,1000 NEVILLEWOOD DRIVE,,Collier Township,PRESTO,Allegheny County,PA,15142,40.385808,-80.1259065,WADING POOL SYSTEM,2024-07-23T09:15:00,2024-07-23T09:30:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,2.2,2.2,0,0,,,7.2,7.2,0,25,t,t,f,t,t,t,2024-07-25
277742,214498,468,RESIDENCE AT THE DOCKS POOL,501 RIVERFRONT BOULEVARD,,O'Hara Township,PGH.,Allegheny County,PA,15238,40.485339,-79.8752475,POOLS (OUTDOOR),2024-07-22T13:00:00,2024-07-23T14:00:00,INITIAL INSPECTION,f,1,RANKIN JASILYN,2.8,2.8,0,0,,,7.4,7.4,<50,85,t,t,t,t,t,t,2024-07-24
277743,214512,414,OAK HILL APT POOL,280 BURROWS STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.439682,-79.970085,POOLS (OUTDOOR),2024-07-12T11:00:00,2024-07-23T11:30:00,INITIAL INSPECTION,t,1,NABLO MARIAH,2.2,,0,,,,7.2,,,50,t,t,t,t,t,t,2024-07-23
277744,214515,852,EAGLE TRACE CONDO POOL,300 ALLANDALE DRIVE,,Bethel Park,BETHEL PARK,Allegheny County,PA,15102,,,POOL (CONDO OUTDOOR),2024-07-15T10:00:00,2024-07-23T10:30:00,INITIAL INSPECTION,f,1,NABLO MARIAH,2.2,,0,,,,7.4,,,80,t,t,t,t,t,t,2024-07-25
277745,214518,2466,SOUTH PARK WAVE POOL, MCCONKEY ROAD,,Bethel Park,BETHEL PARK,Allegheny County,PA,15102,,,POOLS (OUTDOOR),2024-07-15T15:00:00,2024-07-23T15:30:00,INITIAL INSPECTION,f,1,NABLO MARIAH,3.4,4.2,0.2,0.2,,,7.6,7.6,,3300,t,t,t,t,t,t,2024-07-25
277746,214578,8896,BEAR RUN VILLAGE LIMITED PARTNERSHIP POOL,100 BEAR RUN DRIVE,,Ohio Township,Pittsburgh,Allegheny County,PA,15237,40.549014,-80.0805735,POOLS (OUTDOOR),2024-07-19T10:00:00,2024-07-24T10:30:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,180,t,t,t,t,t,t,2024-07-25
277747,214585,7574,VIRGINIA HILLS POOL,200 FALLS CHURCH ROAD,,North Fayette Township,Imperial,Allegheny County,PA,15126,40.443462,-80.2342215,POOLS (OUTDOOR),2024-07-19T14:00:00,2024-07-24T15:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,0,0,0,0,0,0,7.2,7.2,<50,50,t,t,f,t,t,f,
277748,214587,7575,REDWOOD ESTATES POOL,100 REDWOOD DRIVE,,North Fayette Township,Oakdale,Allegheny County,PA,15071,40.445505,-80.2147995,POOLS (OUTDOOR),2024-07-19T11:00:00,2024-07-24T12:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,3.2,3.2,0.2,0.2,0,0,7.6,7.6,<50,80,t,t,f,t,t,t,
277749,214612,2273,COMMUNITY SWIM CLUB POOL,100 AQUA DRIVE,,O'Hara Township,PGH,Allegheny County,PA,15238,40.514895,-79.858314,POOLS (OUTDOOR),2024-07-25T09:00:00,2024-07-25T09:50:00,FOLLOW UP INSPECTION,t,3,RANKIN JASILYN,2.4,2.4,0,0,,,7.4,7.4,<50,450,t,t,f,t,t,t,2024-07-25
277750,214652,770,GLENS HOMEOWNERS ASSOC. - POOL,100 INVERNESS DRIVE,,McCandless,MC CANDLESS,Allegheny County,PA,15237,40.566132,-80.0425125,POOL (CONDO OUTDOOR),2024-07-25T12:30:00,2024-07-26T13:00:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,7,7,0,0,,,7.6,7.6,0,120,t,t,t,t,t,t,
277751,214655,2298,CHARLEMAGNE II POOL,4000 CHARLEMAGNE CIRCLE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.544298,-80.0171145,POOL (CONDO OUTDOOR),2024-07-25T14:00:00,2024-07-26T14:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1,,0,,,,7.0,,0,35,t,t,t,t,f,t,2024-07-29
277752,214708,2163,SANDCASTLE / LAZY RIVER POOL,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.397805,-79.9272225,POOLS (OUTDOOR),2024-07-23T10:30:00,2024-07-29T02:00:00,INITIAL INSPECTION,t,1,MUSA AMINATA,2,,0.2,,,,7.2,,30 >,1150,t,t,t,t,t,t,2024-08-01
277753,214711,2487,SANDCASTLE / WET WILLIE'S POOL,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.397805,-79.9272225,WADING POOL SYSTEM,2024-07-23T10:30:00,2024-07-29T02:00:00,INITIAL INSPECTION,t,1,MUSA AMINATA,3,,,,,,7.6,,30 >,675,t,t,f,t,t,t,2024-08-01
277754,214714,1163,BERKSHIRES CLUBHOUSE / POOL,6000 MIDDLEFIELD DRIVE,,South Fayette Township,MCDONALD,Allegheny County,PA,15057,40.368474,-80.1773595,POOL (CONDO OUTDOOR),2024-07-29T11:30:00,2024-07-29T12:15:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,5,5,0,0,,,7.6,7.6,<30,110,t,t,t,t,t,t,2024-07-31
277755,214741,6721,THE ALDEN SOUTH HILLS,5492 YOUNGRIDGE  DRIVE,,Baldwin,PITTSBURGH,Allegheny County,PA,15236,40.338585,-79.9788555,POOLS (OUTDOOR),2024-07-29T12:00:00,2024-07-30T13:00:00,INITIAL INSPECTION,t,1,CONLEY FAON,4.6,4.6,0,0,0,0,7.6,7.6,,224,t,t,f,t,t,t,2024-07-31
277756,214748,5427,CROSSROAD TOWERS POOL,200 SOPHIA  DRIVE,,Baldwin,PITTSBURGH,Allegheny County,PA,15236,40.341906,-79.9691715,POOLS (OUTDOOR),2024-07-29T10:00:00,2024-07-30T11:00:00,INITIAL INSPECTION,t,1,CONLEY FAON,4.6,4.6,0,0,0,0,7.8,7.8,,100,t,t,f,t,t,t,2024-07-31
277757,214801,2133,ALCOMA ON THE GREEN POOL,225 ALCOMA BOULEVARD,#114,Penn Hills,PITTSBURGH,Allegheny County,PA,15235,40.485366,-79.8011595,POOLS (OUTDOOR),2024-07-31T12:00:00,2024-07-31T12:30:00,FOLLOW UP INSPECTION,t,2,NABLO MARIAH,3.6,,0.2,,,,7.2,,,120,t,t,f,t,t,t,2024-08-05
277758,214821,8776,BRACKEN HOUSE NORTH SHORE POOL,100 ANDERSON STREET,,PITTSBURGH,Pittsburgh,Allegheny County,PA,15212,40.448628,-79.9993575,POOLS (OUTDOOR),2024-07-31T13:45:00,2024-08-01T14:50:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,,,,,5.6,,7.4,,0,80,t,t,f,t,t,t,2024-08-23
277759,214850,8996,HERITAGE HILLS POOL,1250 VILLAGE GREEN DRIVE,,Jefferson Hills,Clairton,Allegheny County,PA,15025,40.319388,-79.952202,POOLS (OUTDOOR),2024-08-01T13:30:00,2024-08-02T14:30:00,INITIAL INSPECTION,t,1,LOVING BRENDAN,6,,0,,,,7.8,,<30,75,t,t,f,t,t,t,
277760,214889,1317,VILLAS OF WOODCREEK / POOL,6075 CALEDONIA  COURT,,South Fayette Township,BRIDGEVILLE,Allegheny County,PA,15017,40.34925,-80.139168,POOL (CONDO OUTDOOR),2024-08-01T11:30:00,2024-08-05T12:20:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,4,,0,,,,7.2,,40,70,t,t,t,t,t,t,2024-08-05
277761,214912,2454,SWALLOW HILL CONDO - POOL,2034 SWALLOW HILL ROAD,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.399029,-80.076843,POOL (CONDO OUTDOOR),2024-08-05T14:05:00,2024-08-06T14:30:00,FOLLOW UP INSPECTION,t,5,ZIRNGIBL BARBARA,3.2,,0,,,,7.4,,30,120,t,t,f,t,t,t,2024-08-07
277762,214921,2253,NORTH PARK SWIMMING POOL, S RIDGE DRIVE,,McCandless,ALLISON PARK,Allegheny County,PA,15101,,,POOLS (OUTDOOR),2024-07-29T09:55:00,2024-08-06T10:10:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,5,4,0,0,,,7.4,7.4,,,t,t,t,t,t,t,2024-08-06
277763,214925,9097,COMFORT INN & SUITES NORTH SHORE - POOL,820 E OHIO STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15212,40.454496,-79.996266,POOLS (INDOOR),2024-07-31T09:45:00,2024-08-06T10:00:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,1,,0.4,,,,7.4,,,,t,t,t,t,t,t,2024-08-06
277764,214935,2537,BARRINGTON MANOR POOL,200 BARRINGTON DRIVE,,Collier Township,OAKDALE,Allegheny County,PA,15071,40.404852,-80.1479835,POOL (CONDO OUTDOOR),2024-07-31T14:00:00,2024-08-06T15:00:00,INITIAL INSPECTION,f,1,FREEMAN MICHELE,5,5,0.2,0.2,0,0,7.4,7.4,<50,50,t,t,t,t,t,t,2024-08-07
